,name,address,unit,sqft,bed,bath,price,city,state,zipcode,description,details,url,date
10,AVA DoBro Apartments,100 Willoughby St,A7,685 sqft,1bd,1ba,"Contact$2,240",Brooklyn,NY,11201,"AVA DoBro features studio, 1, 2, and 3 bedroom apartment homes for rent, and now offers furnished and unfurnished floor plans. AVA DoBro is convenient to the Barclays Center and Brooklyn Flea, and local restaurants and nightlife of Fort Greene, Carroll Gardens, and Brooklyn Heights.AVA DoBro is steps from cultural icons such as the Barclays Center and Brooklyn Flea, and local restaurants and nightlife of Fort Greene, Carroll Gardens, and Brooklyn Heights. Now offering furnished and unfurnished floorplans, AVA DoBro features brand new studio, 1, 2, and 3 bedroom floor plans. These pet friendly, Brooklyn apartment homes include kitchens with stainless steel appliances, quartz-stone countertops, and tile backsplashes. Plus, most units comes with hard-surface plank flooring, an in-unit washer/dryer, and a built-in charging station. AVA DoBro features a 58th floor rooftop deck and lounge, 30th floor terrace with grills, heated outdoor dog run, and fully-equipped fitness center. Best of all, AVA DoBro is the perfect home base, directly above a Jay Street-MetroTech Subway Station giving immediate access to the A/C, F, and R trains while being less than a 5-minute walk from the 2/3, 4/5, B, and Q trains.",,https://www.trulia.com/c/ny/brooklyn/ava-dobro-100-willoughby-st-brooklyn-ny-11201--2009526595,2021-03-05
11,AVA DoBro Apartments,100 Willoughby St,A8,707 sqft,1bd,1ba,"Contact$2,691",Brooklyn,NY,11201,"AVA DoBro features studio, 1, 2, and 3 bedroom apartment homes for rent, and now offers furnished and unfurnished floor plans. AVA DoBro is convenient to the Barclays Center and Brooklyn Flea, and local restaurants and nightlife of Fort Greene, Carroll Gardens, and Brooklyn Heights.AVA DoBro is steps from cultural icons such as the Barclays Center and Brooklyn Flea, and local restaurants and nightlife of Fort Greene, Carroll Gardens, and Brooklyn Heights. Now offering furnished and unfurnished floorplans, AVA DoBro features brand new studio, 1, 2, and 3 bedroom floor plans. These pet friendly, Brooklyn apartment homes include kitchens with stainless steel appliances, quartz-stone countertops, and tile backsplashes. Plus, most units comes with hard-surface plank flooring, an in-unit washer/dryer, and a built-in charging station. AVA DoBro features a 58th floor rooftop deck and lounge, 30th floor terrace with grills, heated outdoor dog run, and fully-equipped fitness center. Best of all, AVA DoBro is the perfect home base, directly above a Jay Street-MetroTech Subway Station giving immediate access to the A/C, F, and R trains while being less than a 5-minute walk from the 2/3, 4/5, B, and Q trains.",,https://www.trulia.com/c/ny/brooklyn/ava-dobro-100-willoughby-st-brooklyn-ny-11201--2009526595,2021-03-05
12,AVA DoBro Apartments,100 Willoughby St,A9,718 sqft,1bd,1ba,"Contact$2,646",Brooklyn,NY,11201,"AVA DoBro features studio, 1, 2, and 3 bedroom apartment homes for rent, and now offers furnished and unfurnished floor plans. AVA DoBro is convenient to the Barclays Center and Brooklyn Flea, and local restaurants and nightlife of Fort Greene, Carroll Gardens, and Brooklyn Heights.AVA DoBro is steps from cultural icons such as the Barclays Center and Brooklyn Flea, and local restaurants and nightlife of Fort Greene, Carroll Gardens, and Brooklyn Heights. Now offering furnished and unfurnished floorplans, AVA DoBro features brand new studio, 1, 2, and 3 bedroom floor plans. These pet friendly, Brooklyn apartment homes include kitchens with stainless steel appliances, quartz-stone countertops, and tile backsplashes. Plus, most units comes with hard-surface plank flooring, an in-unit washer/dryer, and a built-in charging station. AVA DoBro features a 58th floor rooftop deck and lounge, 30th floor terrace with grills, heated outdoor dog run, and fully-equipped fitness center. Best of all, AVA DoBro is the perfect home base, directly above a Jay Street-MetroTech Subway Station giving immediate access to the A/C, F, and R trains while being less than a 5-minute walk from the 2/3, 4/5, B, and Q trains.",,https://www.trulia.com/c/ny/brooklyn/ava-dobro-100-willoughby-st-brooklyn-ny-11201--2009526595,2021-03-05
13,AVA DoBro Apartments,100 Willoughby St,A10,772 sqft,1bd,1ba,"Contact$2,736",Brooklyn,NY,11201,"AVA DoBro features studio, 1, 2, and 3 bedroom apartment homes for rent, and now offers furnished and unfurnished floor plans. AVA DoBro is convenient to the Barclays Center and Brooklyn Flea, and local restaurants and nightlife of Fort Greene, Carroll Gardens, and Brooklyn Heights.AVA DoBro is steps from cultural icons such as the Barclays Center and Brooklyn Flea, and local restaurants and nightlife of Fort Greene, Carroll Gardens, and Brooklyn Heights. Now offering furnished and unfurnished floorplans, AVA DoBro features brand new studio, 1, 2, and 3 bedroom floor plans. These pet friendly, Brooklyn apartment homes include kitchens with stainless steel appliances, quartz-stone countertops, and tile backsplashes. Plus, most units comes with hard-surface plank flooring, an in-unit washer/dryer, and a built-in charging station. AVA DoBro features a 58th floor rooftop deck and lounge, 30th floor terrace with grills, heated outdoor dog run, and fully-equipped fitness center. Best of all, AVA DoBro is the perfect home base, directly above a Jay Street-MetroTech Subway Station giving immediate access to the A/C, F, and R trains while being less than a 5-minute walk from the 2/3, 4/5, B, and Q trains.",,https://www.trulia.com/c/ny/brooklyn/ava-dobro-100-willoughby-st-brooklyn-ny-11201--2009526595,2021-03-05
14,AVA DoBro Apartments,100 Willoughby St,A11,784 sqft,1bd,1ba,"Contact$2,866",Brooklyn,NY,11201,"AVA DoBro features studio, 1, 2, and 3 bedroom apartment homes for rent, and now offers furnished and unfurnished floor plans. AVA DoBro is convenient to the Barclays Center and Brooklyn Flea, and local restaurants and nightlife of Fort Greene, Carroll Gardens, and Brooklyn Heights.AVA DoBro is steps from cultural icons such as the Barclays Center and Brooklyn Flea, and local restaurants and nightlife of Fort Greene, Carroll Gardens, and Brooklyn Heights. Now offering furnished and unfurnished floorplans, AVA DoBro features brand new studio, 1, 2, and 3 bedroom floor plans. These pet friendly, Brooklyn apartment homes include kitchens with stainless steel appliances, quartz-stone countertops, and tile backsplashes. Plus, most units comes with hard-surface plank flooring, an in-unit washer/dryer, and a built-in charging station. AVA DoBro features a 58th floor rooftop deck and lounge, 30th floor terrace with grills, heated outdoor dog run, and fully-equipped fitness center. Best of all, AVA DoBro is the perfect home base, directly above a Jay Street-MetroTech Subway Station giving immediate access to the A/C, F, and R trains while being less than a 5-minute walk from the 2/3, 4/5, B, and Q trains.",,https://www.trulia.com/c/ny/brooklyn/ava-dobro-100-willoughby-st-brooklyn-ny-11201--2009526595,2021-03-05
15,AVA DoBro Apartments,100 Willoughby St,A13D,900 sqft,1bd,1ba,"Contact$3,235",Brooklyn,NY,11201,"AVA DoBro features studio, 1, 2, and 3 bedroom apartment homes for rent, and now offers furnished and unfurnished floor plans. AVA DoBro is convenient to the Barclays Center and Brooklyn Flea, and local restaurants and nightlife of Fort Greene, Carroll Gardens, and Brooklyn Heights.AVA DoBro is steps from cultural icons such as the Barclays Center and Brooklyn Flea, and local restaurants and nightlife of Fort Greene, Carroll Gardens, and Brooklyn Heights. Now offering furnished and unfurnished floorplans, AVA DoBro features brand new studio, 1, 2, and 3 bedroom floor plans. These pet friendly, Brooklyn apartment homes include kitchens with stainless steel appliances, quartz-stone countertops, and tile backsplashes. Plus, most units comes with hard-surface plank flooring, an in-unit washer/dryer, and a built-in charging station. AVA DoBro features a 58th floor rooftop deck and lounge, 30th floor terrace with grills, heated outdoor dog run, and fully-equipped fitness center. Best of all, AVA DoBro is the perfect home base, directly above a Jay Street-MetroTech Subway Station giving immediate access to the A/C, F, and R trains while being less than a 5-minute walk from the 2/3, 4/5, B, and Q trains.",,https://www.trulia.com/c/ny/brooklyn/ava-dobro-100-willoughby-st-brooklyn-ny-11201--2009526595,2021-03-05
16,AVA DoBro Apartments,100 Willoughby St,B1,791 sqft,2bd,2ba,"Contact$3,035",Brooklyn,NY,11201,"AVA DoBro features studio, 1, 2, and 3 bedroom apartment homes for rent, and now offers furnished and unfurnished floor plans. AVA DoBro is convenient to the Barclays Center and Brooklyn Flea, and local restaurants and nightlife of Fort Greene, Carroll Gardens, and Brooklyn Heights.AVA DoBro is steps from cultural icons such as the Barclays Center and Brooklyn Flea, and local restaurants and nightlife of Fort Greene, Carroll Gardens, and Brooklyn Heights. Now offering furnished and unfurnished floorplans, AVA DoBro features brand new studio, 1, 2, and 3 bedroom floor plans. These pet friendly, Brooklyn apartment homes include kitchens with stainless steel appliances, quartz-stone countertops, and tile backsplashes. Plus, most units comes with hard-surface plank flooring, an in-unit washer/dryer, and a built-in charging station. AVA DoBro features a 58th floor rooftop deck and lounge, 30th floor terrace with grills, heated outdoor dog run, and fully-equipped fitness center. Best of all, AVA DoBro is the perfect home base, directly above a Jay Street-MetroTech Subway Station giving immediate access to the A/C, F, and R trains while being less than a 5-minute walk from the 2/3, 4/5, B, and Q trains.",,https://www.trulia.com/c/ny/brooklyn/ava-dobro-100-willoughby-st-brooklyn-ny-11201--2009526595,2021-03-05
17,AVA DoBro Apartments,100 Willoughby St,B3,960 sqft,2bd,2ba,"Contact$3,577",Brooklyn,NY,11201,"AVA DoBro features studio, 1, 2, and 3 bedroom apartment homes for rent, and now offers furnished and unfurnished floor plans. AVA DoBro is convenient to the Barclays Center and Brooklyn Flea, and local restaurants and nightlife of Fort Greene, Carroll Gardens, and Brooklyn Heights.AVA DoBro is steps from cultural icons such as the Barclays Center and Brooklyn Flea, and local restaurants and nightlife of Fort Greene, Carroll Gardens, and Brooklyn Heights. Now offering furnished and unfurnished floorplans, AVA DoBro features brand new studio, 1, 2, and 3 bedroom floor plans. These pet friendly, Brooklyn apartment homes include kitchens with stainless steel appliances, quartz-stone countertops, and tile backsplashes. Plus, most units comes with hard-surface plank flooring, an in-unit washer/dryer, and a built-in charging station. AVA DoBro features a 58th floor rooftop deck and lounge, 30th floor terrace with grills, heated outdoor dog run, and fully-equipped fitness center. Best of all, AVA DoBro is the perfect home base, directly above a Jay Street-MetroTech Subway Station giving immediate access to the A/C, F, and R trains while being less than a 5-minute walk from the 2/3, 4/5, B, and Q trains.",,https://www.trulia.com/c/ny/brooklyn/ava-dobro-100-willoughby-st-brooklyn-ny-11201--2009526595,2021-03-05
18,AVA DoBro Apartments,100 Willoughby St,B4,"1,063 sqft",2bd,2ba,"Contact$3,979",Brooklyn,NY,11201,"AVA DoBro features studio, 1, 2, and 3 bedroom apartment homes for rent, and now offers furnished and unfurnished floor plans. AVA DoBro is convenient to the Barclays Center and Brooklyn Flea, and local restaurants and nightlife of Fort Greene, Carroll Gardens, and Brooklyn Heights.AVA DoBro is steps from cultural icons such as the Barclays Center and Brooklyn Flea, and local restaurants and nightlife of Fort Greene, Carroll Gardens, and Brooklyn Heights. Now offering furnished and unfurnished floorplans, AVA DoBro features brand new studio, 1, 2, and 3 bedroom floor plans. These pet friendly, Brooklyn apartment homes include kitchens with stainless steel appliances, quartz-stone countertops, and tile backsplashes. Plus, most units comes with hard-surface plank flooring, an in-unit washer/dryer, and a built-in charging station. AVA DoBro features a 58th floor rooftop deck and lounge, 30th floor terrace with grills, heated outdoor dog run, and fully-equipped fitness center. Best of all, AVA DoBro is the perfect home base, directly above a Jay Street-MetroTech Subway Station giving immediate access to the A/C, F, and R trains while being less than a 5-minute walk from the 2/3, 4/5, B, and Q trains.",,https://www.trulia.com/c/ny/brooklyn/ava-dobro-100-willoughby-st-brooklyn-ny-11201--2009526595,2021-03-05
19,AVA DoBro Apartments,100 Willoughby St,B6,"1,089 sqft",2bd,2ba,"Contact$4,147",Brooklyn,NY,11201,"AVA DoBro features studio, 1, 2, and 3 bedroom apartment homes for rent, and now offers furnished and unfurnished floor plans. AVA DoBro is convenient to the Barclays Center and Brooklyn Flea, and local restaurants and nightlife of Fort Greene, Carroll Gardens, and Brooklyn Heights.AVA DoBro is steps from cultural icons such as the Barclays Center and Brooklyn Flea, and local restaurants and nightlife of Fort Greene, Carroll Gardens, and Brooklyn Heights. Now offering furnished and unfurnished floorplans, AVA DoBro features brand new studio, 1, 2, and 3 bedroom floor plans. These pet friendly, Brooklyn apartment homes include kitchens with stainless steel appliances, quartz-stone countertops, and tile backsplashes. Plus, most units comes with hard-surface plank flooring, an in-unit washer/dryer, and a built-in charging station. AVA DoBro features a 58th floor rooftop deck and lounge, 30th floor terrace with grills, heated outdoor dog run, and fully-equipped fitness center. Best of all, AVA DoBro is the perfect home base, directly above a Jay Street-MetroTech Subway Station giving immediate access to the A/C, F, and R trains while being less than a 5-minute walk from the 2/3, 4/5, B, and Q trains.",,https://www.trulia.com/c/ny/brooklyn/ava-dobro-100-willoughby-st-brooklyn-ny-11201--2009526595,2021-03-05
20,AVA DoBro Apartments,100 Willoughby St,C1,"1,242 sqft",3bd,2ba,"Contact$4,652",Brooklyn,NY,11201,"AVA DoBro features studio, 1, 2, and 3 bedroom apartment homes for rent, and now offers furnished and unfurnished floor plans. AVA DoBro is convenient to the Barclays Center and Brooklyn Flea, and local restaurants and nightlife of Fort Greene, Carroll Gardens, and Brooklyn Heights.AVA DoBro is steps from cultural icons such as the Barclays Center and Brooklyn Flea, and local restaurants and nightlife of Fort Greene, Carroll Gardens, and Brooklyn Heights. Now offering furnished and unfurnished floorplans, AVA DoBro features brand new studio, 1, 2, and 3 bedroom floor plans. These pet friendly, Brooklyn apartment homes include kitchens with stainless steel appliances, quartz-stone countertops, and tile backsplashes. Plus, most units comes with hard-surface plank flooring, an in-unit washer/dryer, and a built-in charging station. AVA DoBro features a 58th floor rooftop deck and lounge, 30th floor terrace with grills, heated outdoor dog run, and fully-equipped fitness center. Best of all, AVA DoBro is the perfect home base, directly above a Jay Street-MetroTech Subway Station giving immediate access to the A/C, F, and R trains while being less than a 5-minute walk from the 2/3, 4/5, B, and Q trains.",,https://www.trulia.com/c/ny/brooklyn/ava-dobro-100-willoughby-st-brooklyn-ny-11201--2009526595,2021-03-05
21,Staten Island Urby Apartments,7 Navy Pier Ct,XS,371 sqft,Studio,1ba,"$1,954 - $2,332",Staten Island,NY,10304,"Step off the ferry and into your new favorite neighborhood. Urbys location on the North Shore makes it the perfect place to put down roots and keeps you close to what matters. Spacious apartments overlooking a courtyard urban farm make for a new kind of city living, right on the waterfront.Lease Details: 12 months, 24 monthsUp to 2 dogs allowed.Up to 2 cats allowed.Up to 2 reptiles allowed.Up to 2 other allowed.",,https://www.trulia.com/c/ny/staten-island/staten-island-urby-7-navy-pier-ct-staten-island-ny-10304--1151147195,2021-03-05
22,Staten Island Urby Apartments,7 Navy Pier Ct,Unit 7-5037,371 sqft,Studio,1ba,"Contact$2,332",Staten Island,NY,10304,"Step off the ferry and into your new favorite neighborhood. Urbys location on the North Shore makes it the perfect place to put down roots and keeps you close to what matters. Spacious apartments overlooking a courtyard urban farm make for a new kind of city living, right on the waterfront.Lease Details: 12 months, 24 monthsUp to 2 dogs allowed.Up to 2 cats allowed.Up to 2 reptiles allowed.Up to 2 other allowed.",,https://www.trulia.com/c/ny/staten-island/staten-island-urby-7-navy-pier-ct-staten-island-ny-10304--1151147195,2021-03-05
23,Staten Island Urby Apartments,7 Navy Pier Ct,Unit 7-1044,371 sqft,Studio,1ba,"Contact$1,954",Staten Island,NY,10304,"Step off the ferry and into your new favorite neighborhood. Urbys location on the North Shore makes it the perfect place to put down roots and keeps you close to what matters. Spacious apartments overlooking a courtyard urban farm make for a new kind of city living, right on the waterfront.Lease Details: 12 months, 24 monthsUp to 2 dogs allowed.Up to 2 cats allowed.Up to 2 reptiles allowed.Up to 2 other allowed.",,https://www.trulia.com/c/ny/staten-island/staten-island-urby-7-navy-pier-ct-staten-island-ny-10304--1151147195,2021-03-05
