,name,address,unit,sqft,bed,bath,price,city,state,zipcode,description,details,url,date
15,Hawthorne Apartments,4475 W Pine Blvd,2 Bed 1.0 Bath,756 sqft,2bd,1ba,"$1,036",Saint Louis,MO,63108,"The Central West End is a diverse, eclectic St. Louis neighborhood committed to preserving a century-old history and maintaining a sense of privacy and sophistication. The Central West End boasts many great features including the 1,371-acre Forest Park, which is home to the top-rated St. Louis Zoo and The Muny outdoor theatre, among many other amazing amenities. In the heart of this architecture-rich neighborhood is Hawthorne Apartments. As you walk through Hawthorne's front doors, through the lobby and around the common areas, you will sense the history of St. Louis. Hawthorne is within walking distance to fantastic dining, nightlife, entertainment, and grocery shopping.Lease Details: 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Property Type: Apartment ,Laundry Facilities ,Elevator ,Assigned Parking Space ,Ceiling Fan ,Garage ,Parking: Garage Detached",https://www.trulia.com/c/mo/saint-louis/hawthorne-4475-w-pine-blvd-saint-louis-mo-63108--2105648661,2020-11-17
16,Hawthorne Apartments,4475 W Pine Blvd,Unit 1102,756 sqft,2bd,1ba,"Contact$1,036",Saint Louis,MO,63108,"The Central West End is a diverse, eclectic St. Louis neighborhood committed to preserving a century-old history and maintaining a sense of privacy and sophistication. The Central West End boasts many great features including the 1,371-acre Forest Park, which is home to the top-rated St. Louis Zoo and The Muny outdoor theatre, among many other amazing amenities. In the heart of this architecture-rich neighborhood is Hawthorne Apartments. As you walk through Hawthorne's front doors, through the lobby and around the common areas, you will sense the history of St. Louis. Hawthorne is within walking distance to fantastic dining, nightlife, entertainment, and grocery shopping.Lease Details: 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Property Type: Apartment ,Laundry Facilities ,Elevator ,Assigned Parking Space ,Ceiling Fan ,Garage ,Parking: Garage Detached",https://www.trulia.com/c/mo/saint-louis/hawthorne-4475-w-pine-blvd-saint-louis-mo-63108--2105648661,2020-11-17
17,Hawthorne Apartments,4475 W Pine Blvd,Unit 502,756 sqft,2bd,1ba,"Contact$1,036",Saint Louis,MO,63108,"The Central West End is a diverse, eclectic St. Louis neighborhood committed to preserving a century-old history and maintaining a sense of privacy and sophistication. The Central West End boasts many great features including the 1,371-acre Forest Park, which is home to the top-rated St. Louis Zoo and The Muny outdoor theatre, among many other amazing amenities. In the heart of this architecture-rich neighborhood is Hawthorne Apartments. As you walk through Hawthorne's front doors, through the lobby and around the common areas, you will sense the history of St. Louis. Hawthorne is within walking distance to fantastic dining, nightlife, entertainment, and grocery shopping.Lease Details: 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Property Type: Apartment ,Laundry Facilities ,Elevator ,Assigned Parking Space ,Ceiling Fan ,Garage ,Parking: Garage Detached",https://www.trulia.com/c/mo/saint-louis/hawthorne-4475-w-pine-blvd-saint-louis-mo-63108--2105648661,2020-11-17
18,Hawthorne Apartments,4475 W Pine Blvd,Unit 405,756 sqft,2bd,1ba,"Contact$1,036",Saint Louis,MO,63108,"The Central West End is a diverse, eclectic St. Louis neighborhood committed to preserving a century-old history and maintaining a sense of privacy and sophistication. The Central West End boasts many great features including the 1,371-acre Forest Park, which is home to the top-rated St. Louis Zoo and The Muny outdoor theatre, among many other amazing amenities. In the heart of this architecture-rich neighborhood is Hawthorne Apartments. As you walk through Hawthorne's front doors, through the lobby and around the common areas, you will sense the history of St. Louis. Hawthorne is within walking distance to fantastic dining, nightlife, entertainment, and grocery shopping.Lease Details: 3, 4, 5, 6, 7, 8, 9, 10, 11, 12","Property Type: Apartment ,Laundry Facilities ,Elevator ,Assigned Parking Space ,Ceiling Fan ,Garage ,Parking: Garage Detached",https://www.trulia.com/c/mo/saint-louis/hawthorne-4475-w-pine-blvd-saint-louis-mo-63108--2105648661,2020-11-17
19,Vineyards Apartments,4227 Drambuie Ln,One Bedroom,690 sqft,1bd,1ba,Contact$630,Saint Louis,MO,63129,"Make the most of life at The Vineyards in your 1, 2 or 3 bedroom apartmenthome in the heart of South County, with easy access to I-270, I-55 anddowntown St. Louis. Spacious and redesigned interiors, on-site laundryroom, huge pool with sundeck and an excellent maintenance and management team mean you'll live better at The Vineyards. Plus, you'll be just minutes from all of the shopping, dining and entertainment that St. Louis has to offer.","Heating: Electric ,Days on Market: 53 Days on Trulia ,Property Type: Apartment ,Laundry Facilities ,Refrigerator ,Air Conditioning ,Balcony ,Deck ,Ceiling Fan ,See Virtual Tour ,Parking: None ,Pool ,See Virtual Tour ,Cats, dogs allowed",https://www.trulia.com/c/mo/saint-louis/vineyards-4227-drambuie-ln-saint-louis-mo-63129--2060071019,2020-11-17
20,Vineyards Apartments,4227 Drambuie Ln,Two Bedroom,830 sqft,2bd,1ba,Contact$730,Saint Louis,MO,63129,"Make the most of life at The Vineyards in your 1, 2 or 3 bedroom apartmenthome in the heart of South County, with easy access to I-270, I-55 anddowntown St. Louis. Spacious and redesigned interiors, on-site laundryroom, huge pool with sundeck and an excellent maintenance and management team mean you'll live better at The Vineyards. Plus, you'll be just minutes from all of the shopping, dining and entertainment that St. Louis has to offer.","Heating: Electric ,Days on Market: 53 Days on Trulia ,Property Type: Apartment ,Laundry Facilities ,Refrigerator ,Air Conditioning ,Balcony ,Deck ,Ceiling Fan ,See Virtual Tour ,Parking: None ,Pool ,See Virtual Tour ,Cats, dogs allowed",https://www.trulia.com/c/mo/saint-louis/vineyards-4227-drambuie-ln-saint-louis-mo-63129--2060071019,2020-11-17
21,Vineyards Apartments,4227 Drambuie Ln,Three Bedroom,958 sqft,3bd,2ba,Contact$915,Saint Louis,MO,63129,"Make the most of life at The Vineyards in your 1, 2 or 3 bedroom apartmenthome in the heart of South County, with easy access to I-270, I-55 anddowntown St. Louis. Spacious and redesigned interiors, on-site laundryroom, huge pool with sundeck and an excellent maintenance and management team mean you'll live better at The Vineyards. Plus, you'll be just minutes from all of the shopping, dining and entertainment that St. Louis has to offer.","Heating: Electric ,Days on Market: 53 Days on Trulia ,Property Type: Apartment ,Laundry Facilities ,Refrigerator ,Air Conditioning ,Balcony ,Deck ,Ceiling Fan ,See Virtual Tour ,Parking: None ,Pool ,See Virtual Tour ,Cats, dogs allowed",https://www.trulia.com/c/mo/saint-louis/vineyards-4227-drambuie-ln-saint-louis-mo-63129--2060071019,2020-11-17
22,Trilogy Apartments,8650 Kingsbridge Ln,1 Bed 1.0 Bath,600 sqft,1bd,1ba,$713 - $848,Saint Louis,MO,63132,"Due to COVID-19, we are taking extra precautions to enhance the safety for our staff and residents. If you are interested in touring one of our beautiful apartment homes, we encourage you to contact us to schedule an appointment. We are also still offering virtual tours for your convenience. Please provide your contact info and someone from our amazing team will reach out to you.Trilogy Apartments living is all about comfort and convenience. Located in the heart of St. Louis, and directly off I-170, residents will enjoy quick and easy access to everything that St. Louis has to offer.Pricing and Availability subject to change. Some or all apartments listed might be secured with holding fees and applications. Please contact the apartment community to make sure we have the current floor plan available.","Days on Market: 7 Days on Trulia ,Property Type: Apartment ,Laundry Facilities ,Gated Entry ,Parking: None ,Pool ,Fitness Center",https://www.trulia.com/c/mo/saint-louis/trilogy-apartments-8650-kingsbridge-ln-saint-louis-mo-63132--2472215080,2020-11-17
23,Trilogy Apartments,8650 Kingsbridge Ln,,600 sqft,1bd,1ba,Contact$713,Saint Louis,MO,63132,"Due to COVID-19, we are taking extra precautions to enhance the safety for our staff and residents. If you are interested in touring one of our beautiful apartment homes, we encourage you to contact us to schedule an appointment. We are also still offering virtual tours for your convenience. Please provide your contact info and someone from our amazing team will reach out to you.Trilogy Apartments living is all about comfort and convenience. Located in the heart of St. Louis, and directly off I-170, residents will enjoy quick and easy access to everything that St. Louis has to offer.Pricing and Availability subject to change. Some or all apartments listed might be secured with holding fees and applications. Please contact the apartment community to make sure we have the current floor plan available.","Days on Market: 7 Days on Trulia ,Property Type: Apartment ,Laundry Facilities ,Gated Entry ,Parking: None ,Pool ,Fitness Center",https://www.trulia.com/c/mo/saint-louis/trilogy-apartments-8650-kingsbridge-ln-saint-louis-mo-63132--2472215080,2020-11-17
24,Trilogy Apartments,8650 Kingsbridge Ln,,600 sqft,1bd,1ba,Contact$715,Saint Louis,MO,63132,"Due to COVID-19, we are taking extra precautions to enhance the safety for our staff and residents. If you are interested in touring one of our beautiful apartment homes, we encourage you to contact us to schedule an appointment. We are also still offering virtual tours for your convenience. Please provide your contact info and someone from our amazing team will reach out to you.Trilogy Apartments living is all about comfort and convenience. Located in the heart of St. Louis, and directly off I-170, residents will enjoy quick and easy access to everything that St. Louis has to offer.Pricing and Availability subject to change. Some or all apartments listed might be secured with holding fees and applications. Please contact the apartment community to make sure we have the current floor plan available.","Days on Market: 7 Days on Trulia ,Property Type: Apartment ,Laundry Facilities ,Gated Entry ,Parking: None ,Pool ,Fitness Center",https://www.trulia.com/c/mo/saint-louis/trilogy-apartments-8650-kingsbridge-ln-saint-louis-mo-63132--2472215080,2020-11-17
25,Trilogy Apartments,8650 Kingsbridge Ln,Unit C625A,600 sqft,1bd,1ba,Contact$848,Saint Louis,MO,63132,"Due to COVID-19, we are taking extra precautions to enhance the safety for our staff and residents. If you are interested in touring one of our beautiful apartment homes, we encourage you to contact us to schedule an appointment. We are also still offering virtual tours for your convenience. Please provide your contact info and someone from our amazing team will reach out to you.Trilogy Apartments living is all about comfort and convenience. Located in the heart of St. Louis, and directly off I-170, residents will enjoy quick and easy access to everything that St. Louis has to offer.Pricing and Availability subject to change. Some or all apartments listed might be secured with holding fees and applications. Please contact the apartment community to make sure we have the current floor plan available.","Days on Market: 7 Days on Trulia ,Property Type: Apartment ,Laundry Facilities ,Gated Entry ,Parking: None ,Pool ,Fitness Center",https://www.trulia.com/c/mo/saint-louis/trilogy-apartments-8650-kingsbridge-ln-saint-louis-mo-63132--2472215080,2020-11-17
26,Trilogy Apartments,8650 Kingsbridge Ln,Unit LE836B,600 sqft,1bd,1ba,Contact$848,Saint Louis,MO,63132,"Due to COVID-19, we are taking extra precautions to enhance the safety for our staff and residents. If you are interested in touring one of our beautiful apartment homes, we encourage you to contact us to schedule an appointment. We are also still offering virtual tours for your convenience. Please provide your contact info and someone from our amazing team will reach out to you.Trilogy Apartments living is all about comfort and convenience. Located in the heart of St. Louis, and directly off I-170, residents will enjoy quick and easy access to everything that St. Louis has to offer.Pricing and Availability subject to change. Some or all apartments listed might be secured with holding fees and applications. Please contact the apartment community to make sure we have the current floor plan available.","Days on Market: 7 Days on Trulia ,Property Type: Apartment ,Laundry Facilities ,Gated Entry ,Parking: None ,Pool ,Fitness Center",https://www.trulia.com/c/mo/saint-louis/trilogy-apartments-8650-kingsbridge-ln-saint-louis-mo-63132--2472215080,2020-11-17
27,Trilogy Apartments,8650 Kingsbridge Ln,2 Bed 1.0 Bath,800 sqft,2bd,1ba,$811,Saint Louis,MO,63132,"Due to COVID-19, we are taking extra precautions to enhance the safety for our staff and residents. If you are interested in touring one of our beautiful apartment homes, we encourage you to contact us to schedule an appointment. We are also still offering virtual tours for your convenience. Please provide your contact info and someone from our amazing team will reach out to you.Trilogy Apartments living is all about comfort and convenience. Located in the heart of St. Louis, and directly off I-170, residents will enjoy quick and easy access to everything that St. Louis has to offer.Pricing and Availability subject to change. Some or all apartments listed might be secured with holding fees and applications. Please contact the apartment community to make sure we have the current floor plan available.","Days on Market: 7 Days on Trulia ,Property Type: Apartment ,Laundry Facilities ,Gated Entry ,Parking: None ,Pool ,Fitness Center",https://www.trulia.com/c/mo/saint-louis/trilogy-apartments-8650-kingsbridge-ln-saint-louis-mo-63132--2472215080,2020-11-17
28,Trilogy Apartments,8650 Kingsbridge Ln,Unit G607B,800 sqft,2bd,1ba,Contact$811,Saint Louis,MO,63132,"Due to COVID-19, we are taking extra precautions to enhance the safety for our staff and residents. If you are interested in touring one of our beautiful apartment homes, we encourage you to contact us to schedule an appointment. We are also still offering virtual tours for your convenience. Please provide your contact info and someone from our amazing team will reach out to you.Trilogy Apartments living is all about comfort and convenience. Located in the heart of St. Louis, and directly off I-170, residents will enjoy quick and easy access to everything that St. Louis has to offer.Pricing and Availability subject to change. Some or all apartments listed might be secured with holding fees and applications. Please contact the apartment community to make sure we have the current floor plan available.","Days on Market: 7 Days on Trulia ,Property Type: Apartment ,Laundry Facilities ,Gated Entry ,Parking: None ,Pool ,Fitness Center",https://www.trulia.com/c/mo/saint-louis/trilogy-apartments-8650-kingsbridge-ln-saint-louis-mo-63132--2472215080,2020-11-17
29,Trilogy Apartments,8650 Kingsbridge Ln,Unit C737B,800 sqft,2bd,1ba,Contact$811,Saint Louis,MO,63132,"Due to COVID-19, we are taking extra precautions to enhance the safety for our staff and residents. If you are interested in touring one of our beautiful apartment homes, we encourage you to contact us to schedule an appointment. We are also still offering virtual tours for your convenience. Please provide your contact info and someone from our amazing team will reach out to you.Trilogy Apartments living is all about comfort and convenience. Located in the heart of St. Louis, and directly off I-170, residents will enjoy quick and easy access to everything that St. Louis has to offer.Pricing and Availability subject to change. Some or all apartments listed might be secured with holding fees and applications. Please contact the apartment community to make sure we have the current floor plan available.","Days on Market: 7 Days on Trulia ,Property Type: Apartment ,Laundry Facilities ,Gated Entry ,Parking: None ,Pool ,Fitness Center",https://www.trulia.com/c/mo/saint-louis/trilogy-apartments-8650-kingsbridge-ln-saint-louis-mo-63132--2472215080,2020-11-17
30,Trilogy Apartments,8650 Kingsbridge Ln,3 Bed 1.0 Bath,"1,015 sqft",3bd,1ba,"$1,323",Saint Louis,MO,63132,"Due to COVID-19, we are taking extra precautions to enhance the safety for our staff and residents. If you are interested in touring one of our beautiful apartment homes, we encourage you to contact us to schedule an appointment. We are also still offering virtual tours for your convenience. Please provide your contact info and someone from our amazing team will reach out to you.Trilogy Apartments living is all about comfort and convenience. Located in the heart of St. Louis, and directly off I-170, residents will enjoy quick and easy access to everything that St. Louis has to offer.Pricing and Availability subject to change. Some or all apartments listed might be secured with holding fees and applications. Please contact the apartment community to make sure we have the current floor plan available.","Days on Market: 7 Days on Trulia ,Property Type: Apartment ,Laundry Facilities ,Gated Entry ,Parking: None ,Pool ,Fitness Center",https://www.trulia.com/c/mo/saint-louis/trilogy-apartments-8650-kingsbridge-ln-saint-louis-mo-63132--2472215080,2020-11-17
