,0
39,/c/tx/dallas/the-palisades-5010-bryan-st-dallas-tx-75206--2066318942
40,/c/tx/dallas/verge-5454-peterson-ln-dallas-tx-75240--2066573375
41,/c/tx/dallas/gaston-commons-4712-gaston-ave-dallas-tx-75246--1050335246
42,/c/tx/dallas/taylor-lofts-2101-taylor-st-dallas-tx-75201--2066283486
43,/c/tx/dallas/prairie-crossing-4000-sigma-rd-dallas-tx-75244--2066598772
44,/c/tx/dallas/haskell-flats-1500-n-haskell-ave-dallas-tx-75204--2343571160
45,/c/tx/dallas/the-southwestern-5959-maple-ave-dallas-tx-75235--2066556770
46,/c/tx/dallas/caracara-4626-reiger-ave-dallas-tx-75246--2066601732
47,/c/tx/dallas/harvest-lofts-1011-s-pearl-expy-dallas-tx-75201--2284183194
48,/c/tx/dallas/london-park-apartments-15889-preston-rd-dallas-tx-75248--2066605055
49,/c/tx/dallas/gables-villa-rosa-2650-cedar-springs-rd-dallas-tx-75201--2066285608
50,/c/tx/dallas/loft-and-row-2110-n-peak-st-dallas-tx-75204--1999997877
51,/c/tx/dallas/tesoro-bonita-5221-bonita-ave-dallas-tx-75206--1013299217
52,/c/tx/dallas/lakewood-plaza-2405-abrams-rd-dallas-tx-75214--2066367164
53,/c/tx/dallas/4915-reiger-ave-4915-reiger-ave-dallas-tx-75214--2066367935
54,/c/tx/dallas/junius-place-apartments-4725-junius-st-dallas-tx-75246--2066601821
55,/c/tx/dallas/devonshire-apartments-5411-amherst-cir-dallas-tx-75209--1999998255
56,/c/tx/dallas/gables-uptown-tower-3227-mckinney-ave-dallas-tx-75204--2066299939
57,/c/tx/dallas/skye-of-turtle-creek-2217-ivan-st-dallas-tx-75201--2122080241
58,/c/tx/dallas/courtyards-at-campbell-16500-lauder-ln-dallas-tx-75248--2066606197
59,/c/tx/dallas/uptown-trail-2525-carlisle-st-dallas-tx-75201--2066285317
60,/c/tx/dallas/the-fitz-1500-n-fitzhugh-ave-dallas-tx-75206--2448454474
61,/c/tx/dallas/magnolia-off-sylvan-707-seale-st-dallas-tx-75208--2367870324
62,/c/tx/dallas/third-rail-lofts-1415-main-st-dallas-tx-75202--2066288356
63,/c/tx/dallas/digit-1919-1919-s-akard-st-dallas-tx-75215--2109251834
64,/c/tx/dallas/bell-bishop-arts-1836-w-davis-st-dallas-tx-75208--2109239479
65,/c/tx/dallas/elan-city-centre-13301-galleria-pl-dallas-tx-75244--2066597807
66,/c/tx/dallas/everwood-apartments-6910-skillman-st-dallas-tx-75231--2066526143
67,/c/tx/dallas/landmark-4417-swiss-ave-dallas-tx-75204--2066305594
68,/c/tx/dallas/routh-street-flats-3033-routh-st-dallas-tx-75201--1999997848
69,/c/tx/dallas/the-oaks-of-north-dallas-4701-haverwood-ln-dallas-tx-75287--2123487087
70,/c/tx/dallas/the-caruth-premier-townhome-apartments-5445-caruth-haven-ln-dallas-tx-75225--2066466896
71,/c/tx/dallas/ross-and-matilda-5609-ross-ave-dallas-tx-75206--2066323501
72,/c/tx/dallas/cypress-at-trinity-groves-320-singleton-blvd-dallas-tx-75212--2286979634
73,/c/tx/dallas/adair-off-addison-15905-bent-tree-forest-cir-dallas-tx-75248--2066605323
74,/c/tx/dallas/1900-elm-1900-elm-st-dallas-tx-75201--2066282532
75,/c/tx/dallas/gables-republic-tower-350-n-ervay-st-dallas-tx-75201--2109229072
76,/c/tx/dallas/ltd-west-commerce-305-w-commerce-st-dallas-tx-75208--2317728262
77,/c/tx/dallas/sedona-ridge-11100-walnut-hill-ln-dallas-tx-75238--2066565657
78,/c/tx/dallas/the-entro-5535-harvest-hill-rd-dallas-tx-75230--2066517376
79,/c/tx/dallas/knox-heights-4646-mckinney-ave-dallas-tx-75205--2201822828
80,/c/tx/dallas/alta-strand-1931-market-center-blvd-dallas-tx-75207--2066330496
81,/c/tx/dallas/la-costa-villas-12500-merit-dr-dallas-tx-75251--2066619727
82,/c/tx/dallas/windridge-on-the-parkway-14350-dallas-pkwy-dallas-tx-75254--2066633425
83,/c/tx/dallas/ladera-3901-accent-dr-dallas-tx-75287--2066641543
84,/c/tx/dallas/the-lucas-2924-lucas-dr-dallas-tx-75219--2066434663
85,/c/tx/dallas/atera-apartments-4606-cedar-springs-rd-dallas-tx-75219--2066444352
86,/c/tx/dallas/windsong-apartments-17717-vail-st-dallas-tx-75287--2000010296
87,/c/tx/dallas/apex-design-district-120-turtle-creek-blvd-dallas-tx-75207--2197105720
88,/c/tx/dallas/lexington-5426-meadowcreek-dr-dallas-tx-75248--2066608430
89,/c/tx/dallas/the-venue-at-greenville-5759-pineland-dr-dallas-tx-75231--2066524301
90,/c/tx/dallas/riviera-at-west-village-3530-travis-st-dallas-tx-75204--2066301847
91,/c/tx/dallas/camden-belmont-2500-bennett-ave-dallas-tx-75206--2066317678
92,/c/tx/dallas/magnolia-on-moser-2301-moser-ave-dallas-tx-75206--2316824000
93,/c/tx/dallas/1001-ross-1001-ross-ave-dallas-tx-75202--2066287240
94,/c/tx/dallas/riverwalk-12920-audelia-rd-dallas-tx-75243--2066588787
95,/c/tx/dallas/locale-3301-hudnall-st-dallas-tx-75235--2066554074
96,/c/tx/dallas/post-worthington-2808-mckinney-ave-dallas-tx-75204--2066295980
97,/c/tx/dallas/park-5940-md-5940-forest-park-rd-dallas-tx-75235--2066556706
98,/c/tx/dallas/riverside-park-1521-e-royal-ln-dallas-tx-75229--2483335276
99,/c/tx/dallas/furnished-studio-dallas-coit-road-12121-coit-rd-dallas-tx-75251--1002243104
100,/c/tx/dallas/pavilion-townplace-7700-greenway-blvd-dallas-tx-75209--2066339926
101,/c/tx/dallas/landing-furnished-apartments-in-dallas-flexible-leases-0-deposit-1920-mckinney-ave-dallas-tx-75201--2066282825
102,/c/tx/dallas/lure-2929-kings-rd-dallas-tx-75219--2066434709
103,/c/tx/dallas/grand-estates-kessler-park-1520-n-beckley-ave-dallas-tx-75203--2109230237
104,/c/tx/dallas/post-vineyard-3015-cole-ave-dallas-tx-75204--2066298049
105,/c/tx/dallas/bellrock-bishop-arts-1836-w-davis-st-dallas-tx-75208--2109239479
106,/c/tx/dallas/l2-uptown-2828-lemmon-ave-e-dallas-tx-75204--2173921791
107,/c/tx/dallas/post-katy-trail-3223-lemmon-ave-dallas-tx-75204--2066299901
108,/c/tx/dallas/crest-at-park-central-7929-churchill-way-dallas-tx-75251--2066619813
109,/c/tx/dallas/the-monterey-by-windsor-3930-mckinney-ave-dallas-tx-75204--2066303909
110,/c/tx/dallas/deer-run-3637-trinity-mills-rd-dallas-tx-75287--2066641153
111,/c/tx/dallas/lakewood-greens-7150-e-grand-ave-dallas-tx-75223--2109260563
112,/c/tx/dallas/reserve-on-abrams-5680-abrams-rd-dallas-tx-75214--2066369327
113,/c/tx/dallas/magnolia-on-zang-901-n-zang-blvd-dallas-tx-75208--2109243507
114,/c/tx/dallas/the-alexan-3333-harry-hines-blvd-dallas-tx-75201--2066286868
115,/c/tx/dallas/the-towers-at-mercer-crossing-1890-mercer-pkwy-dallas-tx-75234--2404109556
116,/c/tx/dallas/windsor-west-lemmon-3650-cedarplaza-ln-dallas-tx-75209--2175560606
117,/c/tx/dallas/bandera-at-preston-hollow-6848-bandera-ave-dallas-tx-75225--2174765505
118,/c/tx/dallas/woodbridge-10702-stone-canyon-rd-dallas-tx-75230--2066514599
119,/c/tx/dallas/magnolia-at-bishop-arts-801-908-n-bishop-ave-dallas-tx-75208--2415133540
120,/c/tx/dallas/4804-haverwood-4804-haverwood-ln-dallas-tx-75287--2066643917
121,/c/tx/dallas/spanish-timbers-442-s-saint-augustine-rd-dallas-tx-75217--2409099254
122,/c/tx/dallas/rosemont-at-ash-creek-2605-john-west-rd-dallas-tx-75228--1001739925
123,/c/tx/dallas/furnished-studio-dallas-vantage-point-dr-9019-vantage-point-dr-dallas-tx-75243--1002176767
124,/c/tx/dallas/village-on-the-green-5301-alpha-rd-dallas-tx-75240--2066573061
125,/c/tx/dallas/american-beauty-mill-lofts-2400-s-ervay-st-dallas-tx-75215--2109252089
126,/c/tx/dallas/brookside-village-14900-lasater-rd-dallas-tx-75253--1001938989
127,/c/tx/dallas/henderson-ave-apartments-2727-n-henderson-ave-dallas-tx-75206--2109235422
128,/c/tx/dallas/the-vista-2345-n-houston-st-dallas-tx-75219--2109258636
129,/c/tx/dallas/west-love-2293-hawes-ave-dallas-tx-75235--2349309108
130,/c/tx/dallas/stella-2112-boll-st-dallas-tx-75204--1121542112
131,/c/tx/dallas/the-trousdale-3328-cedarplaza-ln-dallas-tx-75235--1002829833
132,/c/tx/dallas/gables-turtle-creek-cityplace-3711-cole-ave-dallas-tx-75204--2066302921
133,/c/tx/dallas/victory-place-1701-payne-st-dallas-tx-75201--2066281885
134,/c/tx/dallas/the-hudson-dallas-apartments-4805-mckinney-ave-dallas-tx-75205--1001574563
135,/c/tx/dallas/alexan-west-dallas-604-fort-worth-ave-dallas-tx-75208--2066333947
136,/c/tx/dallas/vue-on-forest-9750-forest-ln-dallas-tx-75243--2066595741
137,/c/tx/dallas/state-thomas-ravello-2610-allen-st-dallas-tx-75204--2066294845
138,/c/tx/dallas/alexan-west-dallas-closed-604-fort-worth-ave-dallas-tx-75208--2066333947
139,/c/tx/dallas/post-abbey-2525-worthington-st-dallas-tx-75204--2066294683
140,/c/tx/dallas/chatham-court-reflections-7825-mccallum-blvd-dallas-tx-75252--2066626384
141,/c/tx/dallas/ltv-tower-apartments-1555-elm-st-dallas-tx-75201--2066281441
142,/c/tx/dallas/interurban-building-1500-jackson-st-dallas-tx-75201--2066281185
143,/c/tx/dallas/monaco-on-the-trail-3003-carlisle-st-dallas-tx-75204--2066297660
144,/c/tx/dallas/princeton-court-6121-melody-ln-dallas-tx-75231--2066524869
145,/c/tx/dallas/1025-w-wheatland-road-1025-w-wheatland-rd-dallas-tx-75232--2109265616
146,/c/tx/dallas/post-vintage-2800-cole-ave-dallas-tx-75204--2066295871
147,/c/tx/dallas/the-chelsea-on-southern-5383-southern-blvd-dallas-tx-75240--2066573323
148,/c/tx/dallas/the-icon-at-ross-1707-n-hall-st-dallas-tx-75204--2109232479
149,/c/tx/dallas/thirty377-3377-blackburn-st-dallas-tx-75204--2066301186
150,/c/tx/dallas/bel-air-park-3737-timberglen-rd-dallas-tx-75287--2066641334
151,/c/tx/dallas/furnished-studio-dallas-greenville-ave-12270-greenville-ave-dallas-tx-75243--1001958275
152,/c/tx/dallas/post-heights-3015-state-st-dallas-tx-75204--2356495416
153,/c/tx/dallas/south-side-flats-1210-s-lamar-st-dallas-tx-75215--2109251347
154,/c/tx/dallas/noel-on-the-parkway-14222-dallas-pkwy-dallas-tx-75254--2066633092
155,/c/tx/dallas/hampton-greens-10911-woodmeadow-pkwy-dallas-tx-75228--2066489245
156,/c/tx/dallas/cadence-3913-gannon-ln-dallas-tx-75237--2066562520
157,/c/tx/dallas/4343-at-the-parkway-luxury-apartment-homes-4343-rosemeade-pkwy-dallas-tx-75287--2066643124
158,/c/tx/dallas/the-briscoe-12639-coit-rd-dallas-tx-75251--2324233798
159,/c/tx/dallas/spring-parc-18250-marsh-ln-dallas-tx-75287--2066638529
160,/c/tx/dallas/the-katy-victory-park-3111-n-houston-st-dallas-tx-75215--2313924998
161,/c/tx/dallas/modera-howell-3400-howell-st-dallas-tx-75204--2309013410
162,/c/tx/dallas/the-avery-on-southwestern-8910-southwestern-blvd-dallas-tx-75214--2066378173
163,/c/tx/dallas/easton-apartments-2525-n-henderson-ave-dallas-tx-75206--2109235210
164,/c/tx/dallas/5-mockingbird-5555-e-mockingbird-ln-dallas-tx-75206--1009268564
165,/c/tx/dallas/7900-at-park-central-7900-churchill-way-dallas-tx-75251--2066619799
166,/c/tx/dallas/uptown-at-cole-park-3030-elizabeth-st-dallas-tx-75204--2066298227
167,/c/tx/dallas/post-meridian-2427-allen-st-dallas-tx-75204--2066294401
168,/c/tx/dallas/lincoln-crossing-19251-preston-rd-dallas-tx-75252--2000012749
169,/c/tx/dallas/the-edison-9959-adleta-blvd-dallas-tx-75243--2066597046
170,/c/tx/dallas/westmoor-7575-s-westmoreland-rd-dallas-tx-75237--2109268172
171,/c/tx/dallas/preston-village-apartments-18909-lloyd-cir-dallas-tx-75252--2000011988
172,/c/tx/dallas/radius-turtle-creek-3604-cedar-springs-rd-dallas-tx-75219--1122465361
173,/c/tx/dallas/the-manhattan-apartments-18331-roehampton-dr-dallas-tx-75252--2000011461
174,/c/tx/dallas/novel-bishop-arts-by-crescent-communities-111-w-davis-st-dallas-tx-75208--2357483334
175,/c/tx/dallas/mockingbird-flats-5600-smu-blvd-dallas-tx-75206--2066323261
176,/c/tx/farmers-branch/jefferson-1900-1900-knightsbridge-rd-farmers-branch-tx-75234--2415397006
177,/c/tx/dallas/the-saxony-apartments-14601-montfort-dr-dallas-tx-75254--2066633737
178,/c/tx/dallas/the-briscoe-12639-coit-rd-dallas-tx-75251--2324233798
179,/c/tx/dallas/arpeggio-victory-park-2425-victory-ave-dallas-tx-75219--2066432423
180,/c/tx/dallas/camden-henderson-5222-belmont-ave-dallas-tx-75206--2066320550
181,/c/tx/dallas/m-line-tower-3200-mckinney-ave-dallas-tx-75204--2066299421
182,/c/tx/dallas/the-glen-at-highpoint-9050-markville-dr-dallas-tx-75243--2066591660
183,/c/tx/dallas/jefferson-alpha-west-13505-inwood-rd-dallas-tx-75244--2370386647
184,/c/tx/dallas/park-fountains-10011-n-central-expy-dallas-tx-75231--2109265285
185,/c/tx/dallas/novel-deep-ellum-by-crescent-communities-2900-canton-st-dallas-tx-75226--2066471933
186,/c/tx/dallas/aspen-at-mercer-crossing-1851-knightsbridge-rd-dallas-tx-75234--2361933658
187,/c/tx/dallas/the-mondrian-cityplace-3000-blackburn-st-dallas-tx-75204--2066297628
188,/c/tx/dallas/the-taylor-3100-carlisle-st-dallas-tx-75204--2066298532
189,/c/tx/dallas/domain-at-midtown-park-8169-midtown-blvd-dallas-tx-75231--2175588485
190,/c/tx/dallas/atelier-1801-n-pearl-st-dallas-tx-75201--2464988375
191,/c/tx/dallas/forest-hills-apartments-9659-forest-ln-dallas-tx-75243--2066594837
192,/c/tx/dallas/ascent-victory-park-2588-n-houston-st-dallas-tx-75219--2297684874
193,/c/tx/dallas/residence-at-midtown-11661-dennis-rd-dallas-tx-75229--2066506127
194,/c/tx/dallas/the-azul-10928-audelia-rd-dallas-tx-75243--2066586264
195,/c/tx/dallas/echo-apartments-3083-herschel-ave-dallas-tx-75219--2066434966
196,/c/tx/dallas/lincoln-kessler-park-2400-fort-worth-ave-dallas-tx-75211--2322747739
197,/c/tx/dallas/alexan-henderson-1945-bennett-ave-dallas-tx-75206--2297047080
198,/c/tx/dallas/galleries-at-park-lane-8110-park-ln-dallas-tx-75231--2193676958
199,/c/tx/dallas/vue-greenville-apartments-1811-greenville-ave-dallas-tx-75206--2000011042
200,/c/tx/dallas/magnolia-on-gaston-6000-gaston-ave-dallas-tx-75214--2066369856
201,/c/tx/dallas/verandah-flats-7130-gaston-ave-dallas-tx-75214--2066376793
202,/c/tx/dallas/pecan-grove-2468-laughlin-dr-dallas-tx-75228--2066495114
203,/c/tx/dallas/elan-inwood-12001-inwood-rd-dallas-tx-75244--2374598795
204,/c/tx/dallas/aura-bluffview-3900-w-northwest-hwy-dallas-tx-75220--2109259623
205,/c/tx/dallas/manchester-state-thomas-3010-state-st-dallas-tx-75204--2066297996
206,/c/tx/dallas/magnolia-at-lakewood-2175-tucker-st-dallas-tx-75214--2282482318
207,/c/tx/farmers-branch/midway-urban-village-4050-mcewen-rd-farmers-branch-tx-75244--2373050211
208,/c/tx/dallas/white-rock-lake-apartment-villas-9191-garland-rd-dallas-tx-75218--2066430483
209,/c/tx/dallas/lakewood-flats-apartments-7425-la-vista-dr-dallas-tx-75214--2066378005
210,/c/tx/dallas/everleigh-forestwood-55-active-adult-apartment-homes-11881-inwood-rd-dallas-tx-75244--2362283602
211,/c/tx/dallas/bel-air-keystone-ranch-3653-timberglen-rd-dallas-tx-75287--2066641199
212,/c/tx/dallas/stone-ridge-4750-haverwood-ln-dallas-tx-75287--2066643837
213,/c/tx/dallas/furnished-studio-dallas-market-center-2979-n-stemmons-fwy-dallas-tx-75247--1002202933
214,/c/tx/dallas/gables-park-17-1700-cedar-springs-rd-dallas-tx-75202--2066288468
215,/c/tx/dallas/overlook-ranch-3550-timberglen-rd-dallas-tx-75287--2066640971
216,/c/tx/dallas/the-christopher-2323-n-akard-st-dallas-tx-75201--2347223230
217,/c/tx/dallas/amli-fountain-place-1800-n-field-st-dallas-tx-75202--2109229463
218,/c/tx/dallas/75-west-7927-forest-ln-dallas-tx-75251--2455009889
219,/c/tx/dallas/gables-mckinney-ave-2500-mckinney-ave-dallas-tx-75201--2066285161
220,/c/tx/dallas/2929-wycliff-2929-wycliff-ave-dallas-tx-75219--2066434712
221,/c/tx/dallas/glass-house-by-windsor-2728-mckinnon-st-dallas-tx-75201--2066285763
222,/c/tx/dallas/alexan-lower-greenville-5619-belmont-ave-dallas-tx-75206--1003141431
223,/c/tx/dallas/400-north-ervay-400-n-ervay-st-dallas-tx-75201--2109229126
224,/c/tx/dallas/carlisle-and-vine-2920-carlisle-st-dallas-tx-75204--2353152183
225,/c/tx/dallas/the-element-1800-main-st-dallas-tx-75201--2000010597
226,/c/tx/dallas/hunter-s-hill-18081-midway-rd-dallas-tx-75287--2000010896
227,/c/tx/dallas/churchill-on-the-park-7601-churchill-way-dallas-tx-75251--2066619763
228,/c/tx/dallas/skyhouse-dallas-2320-n-houston-st-dallas-tx-75219--2109258447
229,/c/tx/farmers-branch/boardwalk-at-mercer-crossing-1901-knightsbridge-rd-farmers-branch-tx-75234--2347472685
230,/c/tx/dallas/prestonbridge-apartments-14455-preston-road-mapleshade-ln-dallas-tx-75201--2066633689
231,/c/tx/dallas/98fifty-9850-whitehurst-dr-dallas-tx-75243--2066596651
232,/c/tx/dallas/jefferson-eastbranch-14175-dallas-pkwy-dallas-tx-75254--2066633046
233,/c/tx/dallas/500-s-ervay-500-s-ervay-st-dallas-tx-75201--2109229242
234,/c/tx/dallas/the-positano-2519-john-west-rd-dallas-tx-75228--2066495476
235,/c/tx/dallas/alto-highland-park-4201-lomo-alto-dr-dallas-tx-75219--2000039244
236,/c/tx/dallas/moda-1855-payne-st-dallas-tx-75201--2000011738
237,/c/tx/dallas/millennium-dallas-9180-forest-ln-dallas-tx-75243--2066592222
238,/c/tx/dallas/landmark-on-lovers-5201-amesbury-dr-dallas-tx-75206--2066320089
239,/c/tx/dallas/aspire-woodmeadow-10950-woodmeadow-pkwy-dallas-tx-75228--2066489378
240,/c/tx/dallas/the-drakestone-1309-main-st-dallas-tx-75202--2066288080
241,/c/tx/dallas/magnolia-on-matilda-1965-matilda-st-dallas-tx-75206--1145891757
242,/c/tx/dallas/tribeca-on-the-creek-6262-melody-ln-dallas-tx-75231--2066525261
243,/c/tx/dallas/neo-midtown-apartments-14145-noel-rd-dallas-tx-75254--2066632863
244,/c/tx/dallas/maple-district-lofts-5415-maple-ave-dallas-tx-75235--2066555922
245,/c/tx/dallas/magnolia-station-1607-lyte-st-dallas-tx-75201--2066281588
246,/c/tx/dallas/the-pavilions-9001-markville-dr-dallas-tx-75243--2066591356
247,/c/tx/dallas/muse-at-midtown-13675-noel-rd-dallas-tx-75240--2347223120
248,/c/tx/dallas/4600-ross-4600-ross-ave-dallas-tx-75204--2066305994
249,/c/tx/dallas/mountain-view-5324-preakness-ln-dallas-tx-75211--2066355332
250,/c/tx/dallas/lavera-at-lake-highlands-9842-audelia-rd-dallas-tx-75238--2066570060
251,/c/tx/dallas/the-georgian-18880-marsh-ln-dallas-tx-75287--2000011967
252,/c/tx/dallas/the-standard-tx-5920-e-university-blvd-dallas-tx-75206--2109236637
253,/c/tx/dallas/villas-del-zocalo-1-3130-webb-chapel-ext-dallas-tx-75220--2066447317
254,/c/tx/dallas/bella-vida-7651-c-f-hawn-fwy-dallas-tx-75217--2066415720
255,/c/tx/dallas/garrett-on-the-green-1417-garrett-ave-dallas-tx-75206--2503655370
256,/c/tx/dallas/the-courts-of-bent-tree-17250-knoll-trail-dr-dallas-tx-75248--2066606908
257,/c/tx/dallas/apex-9911-whitehurst-dr-dallas-tx-75243--2066596724
258,/c/tx/dallas/tiburon-15411-preston-rd-dallas-tx-75248--2066604178
259,/c/tx/dallas/jefferson-mockingbird-2223-hawes-ave-dallas-tx-75235--2439988133
260,/c/tx/dallas/hilton-head-11440-mccree-rd-dallas-tx-75238--2066565953
261,/c/tx/dallas/the-biltmore-6251-melody-ln-dallas-tx-75231--2066524957
262,/c/tx/dallas/allure-4300-horizon-north-pkwy-dallas-tx-75287--2066642860
263,/c/tx/dallas/bella-villa-5506-miller-ave-dallas-tx-75206--1002156409
264,/c/tx/dallas/amli-design-district-1400-hi-line-dr-dallas-tx-75207--2066329913
265,/c/tx/dallas/vail-quarters-3900-briargrove-ln-dallas-tx-75287--2066641541
266,/c/tx/dallas/cross-creek-apartments-6033-e-northwest-hwy-dallas-tx-75231--2109265346
267,/c/tx/dallas/ardan-2975-blackburn-st-dallas-tx-75204--2346376372
268,/c/tx/dallas/the-dylan-4533-cedar-springs-rd-dallas-tx-75219--2066444113
269,/c/tx/dallas/the-herschel-4220-herschel-ave-dallas-tx-75219--2066441789
270,/c/tx/dallas/post-gallery-3006-woodside-st-dallas-tx-75204--2066297829
271,/c/tx/dallas/hanover-midtown-park-8250-meadow-rd-dallas-tx-75231--2337887855
272,/c/tx/dallas/the-village-drey-8200-southwestern-blvd-dallas-tx-75206--2066328024
273,/c/tx/dallas/alta-trinity-green-990-singleton-blvd-dallas-tx-75212--2360798336
274,/c/tx/dallas/windsor-by-the-galleria-13290-noel-rd-dallas-tx-75240--2260538271
275,/c/tx/dallas/strata-5050-capitol-ave-dallas-tx-75206--2066319130
276,/c/tx/dallas/villas-del-zocalo-2-3333-webb-chapel-ext-dallas-tx-75220--2066447863
277,/c/tx/dallas/gramercy-on-the-park-4755-gramercy-oaks-dr-dallas-tx-75287--2066643851
278,/c/tx/dallas/greenhouse-flats-5200-gaston-ave-dallas-tx-75214--2066368381
279,/c/tx/dallas/the-jordan-by-windsor-2355-thomas-st-dallas-tx-75201--2387257084
280,/c/tx/dallas/bluffs-lakewood-7510-e-grand-ave-dallas-tx-75214--2000058742
281,/c/tx/dallas/the-callie-8025-forest-ln-dallas-tx-75243--1999997675
282,/c/tx/dallas/ava-n-8401-skillman-st-dallas-tx-75231--2066529498
283,/c/tx/dallas/los-altos-trinity-green-990-singleton-blvd-dallas-tx-75212--2360798336
284,/c/tx/dallas/cirque-2500-n-houston-st-dallas-tx-75219--2109258812
285,/c/tx/dallas/magnolia-at-inwood-village-7606-eastern-ave-dallas-tx-75209--1999998254
286,/c/tx/dallas/preston-hollow-village-7775-firefall-way-dallas-tx-75230--2328747341
287,/c/tx/dallas/the-brixton-apartments-18959-dallas-pkwy-dallas-tx-75287--2066639627
288,/c/tx/dallas/axis-at-wycliff-4343-congress-ave-dallas-tx-75219--2066443202
289,/c/tx/dallas/miro-2225-n-harwood-st-dallas-tx-75201--1999998901
290,/c/tx/dallas/3700m-3700-mckinney-ave-dallas-tx-75204--2066302837
291,/c/tx/dallas/the-henderson-5215-belmont-ave-dallas-tx-75206--2066320410
292,/c/tx/dallas/alta-at-mercer-crossing-1851-knightsbridge-rd-dallas-tx-75234--2361933658
293,/c/tx/dallas/foxglove-9450-royal-ln-dallas-tx-75243--2066593747
294,/c/tx/dallas/villa-encanto-2850-clydedale-dr-dallas-tx-75220--1050334208
295,/c/tx/dallas/tivoli-apartments-18950-lina-st-dallas-tx-75287--2000012006
296,/c/tx/dallas/firefly-9505-royal-ln-dallas-tx-75243--2066593878
297,/c/tx/dallas/otto-9750-royal-ln-dallas-tx-75231--2066530759
298,/c/tx/dallas/druid-townhomes-4150-druid-ln-dallas-tx-75205--1001797468
299,/c/tx/dallas/moser-homes-1902-moser-ave-dallas-tx-75206--2356336780
300,/c/tx/dallas/the-laurel-8600-preston-rd-dallas-tx-75225--2315722784
301,/c/tx/dallas/elan-inwood-12001-inwood-rd-dallas-tx-75244--2374598795
