,name,address,unit,sqft,bed,bath,price,city,state,zipcode,description,details,url,date
10,Traver Ridge Apartments,2395 Leslie Cir,Unit 2312,829 sqft,1bd,1ba,"Contact$1,299",Ann Arbor,MI,48105,"A beautiful wooded setting and fountain pond views all await at Traver Ridge Apartments of Ann Arbor, MI. These spacious one, two and three bedrooms include open dining & living rooms and choice of patio or balcony. Select apartments feature split floorplans, in home laundry, master bedroom additional private balcony, walk-in closets, fireplace and private entry.Our pet friendly community features a sparkling pool, tennis court, 24-hour fitness center and play yard. We're just minutes from the University of Michigan and UM Medical Campus, Traverwood Library and the dining and shopping of downtown Ann Arbor.Traver Ridge apartments are in the Exceptional Ann Arbor Public School district, where students attend the following schools:* Logan Elementary School* Clague Middle School* Skyline High School","Property Type: Apartment ,Additional Storage ,Laundry Facilities ,Balcony ,Parking: None ,Pool ,Cats, dogs allowed ,Fitness Center ,Tennis Court",https://www.trulia.com/c/mi/ann-arbor/traver-ridge-2395-leslie-cir-ann-arbor-mi-48105--2050041353,2020-11-16
11,Traver Ridge Apartments,2395 Leslie Cir,2 Bed 2.0 Bath,"1,000-1,065 sqft",2bd,2ba,"$1,269 - $1,739",Ann Arbor,MI,48105,"A beautiful wooded setting and fountain pond views all await at Traver Ridge Apartments of Ann Arbor, MI. These spacious one, two and three bedrooms include open dining & living rooms and choice of patio or balcony. Select apartments feature split floorplans, in home laundry, master bedroom additional private balcony, walk-in closets, fireplace and private entry.Our pet friendly community features a sparkling pool, tennis court, 24-hour fitness center and play yard. We're just minutes from the University of Michigan and UM Medical Campus, Traverwood Library and the dining and shopping of downtown Ann Arbor.Traver Ridge apartments are in the Exceptional Ann Arbor Public School district, where students attend the following schools:* Logan Elementary School* Clague Middle School* Skyline High School","Property Type: Apartment ,Additional Storage ,Laundry Facilities ,Balcony ,Parking: None ,Pool ,Cats, dogs allowed ,Fitness Center ,Tennis Court",https://www.trulia.com/c/mi/ann-arbor/traver-ridge-2395-leslie-cir-ann-arbor-mi-48105--2050041353,2020-11-16
12,Traver Ridge Apartments,2395 Leslie Cir,Unit TA,"1,000 sqft",2bd,2ba,"Contact$1,419",Ann Arbor,MI,48105,"A beautiful wooded setting and fountain pond views all await at Traver Ridge Apartments of Ann Arbor, MI. These spacious one, two and three bedrooms include open dining & living rooms and choice of patio or balcony. Select apartments feature split floorplans, in home laundry, master bedroom additional private balcony, walk-in closets, fireplace and private entry.Our pet friendly community features a sparkling pool, tennis court, 24-hour fitness center and play yard. We're just minutes from the University of Michigan and UM Medical Campus, Traverwood Library and the dining and shopping of downtown Ann Arbor.Traver Ridge apartments are in the Exceptional Ann Arbor Public School district, where students attend the following schools:* Logan Elementary School* Clague Middle School* Skyline High School","Property Type: Apartment ,Additional Storage ,Laundry Facilities ,Balcony ,Parking: None ,Pool ,Cats, dogs allowed ,Fitness Center ,Tennis Court",https://www.trulia.com/c/mi/ann-arbor/traver-ridge-2395-leslie-cir-ann-arbor-mi-48105--2050041353,2020-11-16
13,Traver Ridge Apartments,2395 Leslie Cir,Unit TB,"1,000 sqft",2bd,2ba,"Contact$1,269",Ann Arbor,MI,48105,"A beautiful wooded setting and fountain pond views all await at Traver Ridge Apartments of Ann Arbor, MI. These spacious one, two and three bedrooms include open dining & living rooms and choice of patio or balcony. Select apartments feature split floorplans, in home laundry, master bedroom additional private balcony, walk-in closets, fireplace and private entry.Our pet friendly community features a sparkling pool, tennis court, 24-hour fitness center and play yard. We're just minutes from the University of Michigan and UM Medical Campus, Traverwood Library and the dining and shopping of downtown Ann Arbor.Traver Ridge apartments are in the Exceptional Ann Arbor Public School district, where students attend the following schools:* Logan Elementary School* Clague Middle School* Skyline High School","Property Type: Apartment ,Additional Storage ,Laundry Facilities ,Balcony ,Parking: None ,Pool ,Cats, dogs allowed ,Fitness Center ,Tennis Court",https://www.trulia.com/c/mi/ann-arbor/traver-ridge-2395-leslie-cir-ann-arbor-mi-48105--2050041353,2020-11-16
14,Traver Ridge Apartments,2395 Leslie Cir,Unit 2336,"1,065 sqft",2bd,2ba,"Contact$1,739",Ann Arbor,MI,48105,"A beautiful wooded setting and fountain pond views all await at Traver Ridge Apartments of Ann Arbor, MI. These spacious one, two and three bedrooms include open dining & living rooms and choice of patio or balcony. Select apartments feature split floorplans, in home laundry, master bedroom additional private balcony, walk-in closets, fireplace and private entry.Our pet friendly community features a sparkling pool, tennis court, 24-hour fitness center and play yard. We're just minutes from the University of Michigan and UM Medical Campus, Traverwood Library and the dining and shopping of downtown Ann Arbor.Traver Ridge apartments are in the Exceptional Ann Arbor Public School district, where students attend the following schools:* Logan Elementary School* Clague Middle School* Skyline High School","Property Type: Apartment ,Additional Storage ,Laundry Facilities ,Balcony ,Parking: None ,Pool ,Cats, dogs allowed ,Fitness Center ,Tennis Court",https://www.trulia.com/c/mi/ann-arbor/traver-ridge-2395-leslie-cir-ann-arbor-mi-48105--2050041353,2020-11-16
15,Traver Ridge Apartments,2395 Leslie Cir,Unit 2A,"1,000 sqft",2bd,2ba,"Contact$1,309",Ann Arbor,MI,48105,"A beautiful wooded setting and fountain pond views all await at Traver Ridge Apartments of Ann Arbor, MI. These spacious one, two and three bedrooms include open dining & living rooms and choice of patio or balcony. Select apartments feature split floorplans, in home laundry, master bedroom additional private balcony, walk-in closets, fireplace and private entry.Our pet friendly community features a sparkling pool, tennis court, 24-hour fitness center and play yard. We're just minutes from the University of Michigan and UM Medical Campus, Traverwood Library and the dining and shopping of downtown Ann Arbor.Traver Ridge apartments are in the Exceptional Ann Arbor Public School district, where students attend the following schools:* Logan Elementary School* Clague Middle School* Skyline High School","Property Type: Apartment ,Additional Storage ,Laundry Facilities ,Balcony ,Parking: None ,Pool ,Cats, dogs allowed ,Fitness Center ,Tennis Court",https://www.trulia.com/c/mi/ann-arbor/traver-ridge-2395-leslie-cir-ann-arbor-mi-48105--2050041353,2020-11-16
16,Traver Ridge Apartments,2395 Leslie Cir,Unit 1B,"1,000 sqft",2bd,2ba,"Contact$1,299",Ann Arbor,MI,48105,"A beautiful wooded setting and fountain pond views all await at Traver Ridge Apartments of Ann Arbor, MI. These spacious one, two and three bedrooms include open dining & living rooms and choice of patio or balcony. Select apartments feature split floorplans, in home laundry, master bedroom additional private balcony, walk-in closets, fireplace and private entry.Our pet friendly community features a sparkling pool, tennis court, 24-hour fitness center and play yard. We're just minutes from the University of Michigan and UM Medical Campus, Traverwood Library and the dining and shopping of downtown Ann Arbor.Traver Ridge apartments are in the Exceptional Ann Arbor Public School district, where students attend the following schools:* Logan Elementary School* Clague Middle School* Skyline High School","Property Type: Apartment ,Additional Storage ,Laundry Facilities ,Balcony ,Parking: None ,Pool ,Cats, dogs allowed ,Fitness Center ,Tennis Court",https://www.trulia.com/c/mi/ann-arbor/traver-ridge-2395-leslie-cir-ann-arbor-mi-48105--2050041353,2020-11-16
17,"Arbor Club Apartments - Ann Arbor, MI",1100 Rabbit Run Cir,1 Bed 1.0 Bath,770 sqft,1bd,1ba,"$1,299",Ann Arbor,MI,48103,"Experience a brand-new day at Arbor Club Apartments. Now under new ownership and management, and along with our new name, Arbor Club Apartments wants to welcome you home! Arbor Club Apartments for rent in Ann Arbor, Michigan is located just off Scio Ridge Road and Chase Boulevard with easy access to I-94. Our community is minutes to the UNIVERSITY OF MICHIGAN as well as shopping and dining at WESTGATE SHOPPING CENTER. Entertainment options are also close by at MICHIGAN THEATER and the UNIVERSITY OF MICHIGAN MUSEUM OF ART. Our uniquely designed apartment homes feature large 1, 2, and 3-bedroom floor plans with fabulous open kitchens and energy efficient appliances along with wide open rooms perfect for entertaining.Our pet friendly community is in the highly-acclaimed Ann Arbor Public School district and is situated in a beautiful neighborhood setting. At Arbor Club Apartments, you can make the most of community amenities like the sparkling swimming pool with sundeck and free Wi-Fi hotspots. Just minutes to downtown Ann Arbor and a short drive to Pittsfield Township, Ypsilanti, Dexter and Chelsea, Arbor Club Apartments provides a convenient location to meet all your needs. With immediate access to route 29 and close proximity to route 26 of THE RIDE, that serves the Ann Arbor, Michigan area you will never be far from work, school or fun!We invite you to stop by today to tour the community to see a spacious one, two or three-bedroom apartment home. We know after your visit you will see why Arbor Club Apartments is the perfect place to call home in the Ann Arbor, MI area.","Heating: Forced Air, Gas ,Days on Market: 45 Days on Trulia ,Property Type: Apartment ,Dishwasher ,Disposal ,Dryer ,Refrigerator ,Washer ,Window Coverings ,Disabled Access ,Barbeque Area ,Parking: None ,Pool ,Cats, dogs allowed",https://www.trulia.com/c/mi/ann-arbor/arbor-club-apartments-ann-arbor-mi-1100-rabbit-run-cir-ann-arbor-mi-48103--2050015324,2020-11-16
18,"Arbor Club Apartments - Ann Arbor, MI",1100 Rabbit Run Cir,Unit 03-108R,770 sqft,1bd,1ba,"Contact$1,299",Ann Arbor,MI,48103,"Experience a brand-new day at Arbor Club Apartments. Now under new ownership and management, and along with our new name, Arbor Club Apartments wants to welcome you home! Arbor Club Apartments for rent in Ann Arbor, Michigan is located just off Scio Ridge Road and Chase Boulevard with easy access to I-94. Our community is minutes to the UNIVERSITY OF MICHIGAN as well as shopping and dining at WESTGATE SHOPPING CENTER. Entertainment options are also close by at MICHIGAN THEATER and the UNIVERSITY OF MICHIGAN MUSEUM OF ART. Our uniquely designed apartment homes feature large 1, 2, and 3-bedroom floor plans with fabulous open kitchens and energy efficient appliances along with wide open rooms perfect for entertaining.Our pet friendly community is in the highly-acclaimed Ann Arbor Public School district and is situated in a beautiful neighborhood setting. At Arbor Club Apartments, you can make the most of community amenities like the sparkling swimming pool with sundeck and free Wi-Fi hotspots. Just minutes to downtown Ann Arbor and a short drive to Pittsfield Township, Ypsilanti, Dexter and Chelsea, Arbor Club Apartments provides a convenient location to meet all your needs. With immediate access to route 29 and close proximity to route 26 of THE RIDE, that serves the Ann Arbor, Michigan area you will never be far from work, school or fun!We invite you to stop by today to tour the community to see a spacious one, two or three-bedroom apartment home. We know after your visit you will see why Arbor Club Apartments is the perfect place to call home in the Ann Arbor, MI area.","Heating: Forced Air, Gas ,Days on Market: 45 Days on Trulia ,Property Type: Apartment ,Dishwasher ,Disposal ,Dryer ,Refrigerator ,Washer ,Window Coverings ,Disabled Access ,Barbeque Area ,Parking: None ,Pool ,Cats, dogs allowed",https://www.trulia.com/c/mi/ann-arbor/arbor-club-apartments-ann-arbor-mi-1100-rabbit-run-cir-ann-arbor-mi-48103--2050015324,2020-11-16
19,"Arbor Club Apartments - Ann Arbor, MI",1100 Rabbit Run Cir,Unit 03-104R,770 sqft,1bd,1ba,"Contact$1,299",Ann Arbor,MI,48103,"Experience a brand-new day at Arbor Club Apartments. Now under new ownership and management, and along with our new name, Arbor Club Apartments wants to welcome you home! Arbor Club Apartments for rent in Ann Arbor, Michigan is located just off Scio Ridge Road and Chase Boulevard with easy access to I-94. Our community is minutes to the UNIVERSITY OF MICHIGAN as well as shopping and dining at WESTGATE SHOPPING CENTER. Entertainment options are also close by at MICHIGAN THEATER and the UNIVERSITY OF MICHIGAN MUSEUM OF ART. Our uniquely designed apartment homes feature large 1, 2, and 3-bedroom floor plans with fabulous open kitchens and energy efficient appliances along with wide open rooms perfect for entertaining.Our pet friendly community is in the highly-acclaimed Ann Arbor Public School district and is situated in a beautiful neighborhood setting. At Arbor Club Apartments, you can make the most of community amenities like the sparkling swimming pool with sundeck and free Wi-Fi hotspots. Just minutes to downtown Ann Arbor and a short drive to Pittsfield Township, Ypsilanti, Dexter and Chelsea, Arbor Club Apartments provides a convenient location to meet all your needs. With immediate access to route 29 and close proximity to route 26 of THE RIDE, that serves the Ann Arbor, Michigan area you will never be far from work, school or fun!We invite you to stop by today to tour the community to see a spacious one, two or three-bedroom apartment home. We know after your visit you will see why Arbor Club Apartments is the perfect place to call home in the Ann Arbor, MI area.","Heating: Forced Air, Gas ,Days on Market: 45 Days on Trulia ,Property Type: Apartment ,Dishwasher ,Disposal ,Dryer ,Refrigerator ,Washer ,Window Coverings ,Disabled Access ,Barbeque Area ,Parking: None ,Pool ,Cats, dogs allowed",https://www.trulia.com/c/mi/ann-arbor/arbor-club-apartments-ann-arbor-mi-1100-rabbit-run-cir-ann-arbor-mi-48103--2050015324,2020-11-16
20,"Arbor Club Apartments - Ann Arbor, MI",1100 Rabbit Run Cir,Unit WAIT1M,770 sqft,1bd,1ba,"Contact$1,299",Ann Arbor,MI,48103,"Experience a brand-new day at Arbor Club Apartments. Now under new ownership and management, and along with our new name, Arbor Club Apartments wants to welcome you home! Arbor Club Apartments for rent in Ann Arbor, Michigan is located just off Scio Ridge Road and Chase Boulevard with easy access to I-94. Our community is minutes to the UNIVERSITY OF MICHIGAN as well as shopping and dining at WESTGATE SHOPPING CENTER. Entertainment options are also close by at MICHIGAN THEATER and the UNIVERSITY OF MICHIGAN MUSEUM OF ART. Our uniquely designed apartment homes feature large 1, 2, and 3-bedroom floor plans with fabulous open kitchens and energy efficient appliances along with wide open rooms perfect for entertaining.Our pet friendly community is in the highly-acclaimed Ann Arbor Public School district and is situated in a beautiful neighborhood setting. At Arbor Club Apartments, you can make the most of community amenities like the sparkling swimming pool with sundeck and free Wi-Fi hotspots. Just minutes to downtown Ann Arbor and a short drive to Pittsfield Township, Ypsilanti, Dexter and Chelsea, Arbor Club Apartments provides a convenient location to meet all your needs. With immediate access to route 29 and close proximity to route 26 of THE RIDE, that serves the Ann Arbor, Michigan area you will never be far from work, school or fun!We invite you to stop by today to tour the community to see a spacious one, two or three-bedroom apartment home. We know after your visit you will see why Arbor Club Apartments is the perfect place to call home in the Ann Arbor, MI area.","Heating: Forced Air, Gas ,Days on Market: 45 Days on Trulia ,Property Type: Apartment ,Dishwasher ,Disposal ,Dryer ,Refrigerator ,Washer ,Window Coverings ,Disabled Access ,Barbeque Area ,Parking: None ,Pool ,Cats, dogs allowed",https://www.trulia.com/c/mi/ann-arbor/arbor-club-apartments-ann-arbor-mi-1100-rabbit-run-cir-ann-arbor-mi-48103--2050015324,2020-11-16
21,"Arbor Club Apartments - Ann Arbor, MI",1100 Rabbit Run Cir,2 Bed 2.0 Bath,957 sqft,2bd,2ba,"$1,399",Ann Arbor,MI,48103,"Experience a brand-new day at Arbor Club Apartments. Now under new ownership and management, and along with our new name, Arbor Club Apartments wants to welcome you home! Arbor Club Apartments for rent in Ann Arbor, Michigan is located just off Scio Ridge Road and Chase Boulevard with easy access to I-94. Our community is minutes to the UNIVERSITY OF MICHIGAN as well as shopping and dining at WESTGATE SHOPPING CENTER. Entertainment options are also close by at MICHIGAN THEATER and the UNIVERSITY OF MICHIGAN MUSEUM OF ART. Our uniquely designed apartment homes feature large 1, 2, and 3-bedroom floor plans with fabulous open kitchens and energy efficient appliances along with wide open rooms perfect for entertaining.Our pet friendly community is in the highly-acclaimed Ann Arbor Public School district and is situated in a beautiful neighborhood setting. At Arbor Club Apartments, you can make the most of community amenities like the sparkling swimming pool with sundeck and free Wi-Fi hotspots. Just minutes to downtown Ann Arbor and a short drive to Pittsfield Township, Ypsilanti, Dexter and Chelsea, Arbor Club Apartments provides a convenient location to meet all your needs. With immediate access to route 29 and close proximity to route 26 of THE RIDE, that serves the Ann Arbor, Michigan area you will never be far from work, school or fun!We invite you to stop by today to tour the community to see a spacious one, two or three-bedroom apartment home. We know after your visit you will see why Arbor Club Apartments is the perfect place to call home in the Ann Arbor, MI area.","Heating: Forced Air, Gas ,Days on Market: 45 Days on Trulia ,Property Type: Apartment ,Dishwasher ,Disposal ,Dryer ,Refrigerator ,Washer ,Window Coverings ,Disabled Access ,Barbeque Area ,Parking: None ,Pool ,Cats, dogs allowed",https://www.trulia.com/c/mi/ann-arbor/arbor-club-apartments-ann-arbor-mi-1100-rabbit-run-cir-ann-arbor-mi-48103--2050015324,2020-11-16
22,"Arbor Club Apartments - Ann Arbor, MI",1100 Rabbit Run Cir,,957 sqft,2bd,2ba,"Contact$1,399",Ann Arbor,MI,48103,"Experience a brand-new day at Arbor Club Apartments. Now under new ownership and management, and along with our new name, Arbor Club Apartments wants to welcome you home! Arbor Club Apartments for rent in Ann Arbor, Michigan is located just off Scio Ridge Road and Chase Boulevard with easy access to I-94. Our community is minutes to the UNIVERSITY OF MICHIGAN as well as shopping and dining at WESTGATE SHOPPING CENTER. Entertainment options are also close by at MICHIGAN THEATER and the UNIVERSITY OF MICHIGAN MUSEUM OF ART. Our uniquely designed apartment homes feature large 1, 2, and 3-bedroom floor plans with fabulous open kitchens and energy efficient appliances along with wide open rooms perfect for entertaining.Our pet friendly community is in the highly-acclaimed Ann Arbor Public School district and is situated in a beautiful neighborhood setting. At Arbor Club Apartments, you can make the most of community amenities like the sparkling swimming pool with sundeck and free Wi-Fi hotspots. Just minutes to downtown Ann Arbor and a short drive to Pittsfield Township, Ypsilanti, Dexter and Chelsea, Arbor Club Apartments provides a convenient location to meet all your needs. With immediate access to route 29 and close proximity to route 26 of THE RIDE, that serves the Ann Arbor, Michigan area you will never be far from work, school or fun!We invite you to stop by today to tour the community to see a spacious one, two or three-bedroom apartment home. We know after your visit you will see why Arbor Club Apartments is the perfect place to call home in the Ann Arbor, MI area.","Heating: Forced Air, Gas ,Days on Market: 45 Days on Trulia ,Property Type: Apartment ,Dishwasher ,Disposal ,Dryer ,Refrigerator ,Washer ,Window Coverings ,Disabled Access ,Barbeque Area ,Parking: None ,Pool ,Cats, dogs allowed",https://www.trulia.com/c/mi/ann-arbor/arbor-club-apartments-ann-arbor-mi-1100-rabbit-run-cir-ann-arbor-mi-48103--2050015324,2020-11-16
