,0
1589,/p/tx/austin/3900-oakmont-blvd-austin-tx-78731--2229437951
1590,/p/tx/austin/2606-wilson-st-1407-austin-tx-78704--2072095615
1591,/p/tx/austin/54-rainey-st-915-austin-tx-78701--2072077065
1592,/p/tx/austin/7685-northcross-dr-austin-tx-78757--1002146342
1593,/p/tx/austin/12300-bainbridge-ln-austin-tx-78750--1002423259
1594,/p/tx/austin/4903-avenue-f-austin-tx-78751--1002817105
1595,/p/tx/austin/4409-speedway-201-austin-tx-78751--2072271557
1596,/p/tx/austin/13800-lyndhurst-st-233-austin-tx-78717--2352816925
1597,/p/tx/austin/address-not-disclosed-austin-tx-78704--2072096426
1598,/p/tx/austin/6444-burnet-rd-austin-tx-78757--2072294429
1599,/p/tx/austin/704-w-21st-st-305-austin-tx-78705--2110339729
1600,/p/tx/austin/603-davis-st-811-austin-tx-78701--2072077316
1601,/p/tx/austin/3110-duval-st-2-austin-tx-78705--2173151098
1602,/p/tx/austin/2320-gracy-farms-ln-813-austin-tx-78758--2072302862
1603,/p/tx/austin/800-embassy-dr-423-austin-tx-78702--2362627503
1604,/p/tx/austin/54-rainey-st-810-austin-tx-78701--2072077037
1605,/p/tx/austin/9911-anderson-mill-rd-austin-tx-78750--2197160703
1606,/p/tx/austin/3110-red-river-st-202-austin-tx-78705--2122733313
1607,/p/tx/austin/9100-mountain-ridge-dr-107-austin-tx-78759--2072315063
1608,/p/tx/austin/3011-speedway-st-3-austin-tx-78705--2390502101
1609,/p/tx/austin/3009-fruth-st-e-b-austin-tx-78705--2504305876
1610,/p/tx/austin/815-chicon-st-austin-tx-78702--2072082716
1611,/p/tx/austin/address-not-disclosed-austin-tx-78705--2072100573
1612,/p/tx/austin/5100-bruning-ave-203-austin-tx-78751--2357102879
1613,/p/tx/austin/2007-kenneth-ave-a-austin-tx-78741--2343569904
1614,/p/tx/austin/6810-deatonhill-dr-4200-austin-tx-78745--2072223792
1615,/p/tx/austin/1900-barton-springs-rd-4025-austin-tx-78704--2362625383
1616,/p/tx/austin/162-world-of-tennis-sq-e-162-austin-tx-78738--2489456003
1617,/p/tx/austin/7601-daffan-ln-512-austin-tx-78724--2499614462
1618,/p/tx/austin/4600-truth-way-464-austin-tx-78725--2331813390
1619,/p/tx/austin/2607-ektom-dr-b-c-austin-tx-78745--2504199486
1620,/p/tx/austin/613-bissonet-ln-austin-tx-78752--2072273853
1621,/p/tx/austin/2917-e-16th-st-a-austin-tx-78702--2173056048
1622,/p/tx/austin/1404-walnut-ave-b-austin-tx-78702--2178087368
1623,/p/tx/austin/609-cliff-dr-austin-tx-78704--2072098123
1624,/p/tx/austin/2841-san-gabriel-st-austin-tx-78705--1001505962
1625,/p/tx/austin/816-w-north-loop-blvd-102-austin-tx-78756--2229424122
1626,/c/tx/austin/hyde-park-flats-4111-avenue-a-austin-tx-78751--1137077610
1627,/p/tx/austin/1520-lorraine-loop-1520a-austin-tx-78758--2072301840
1628,/p/tx/austin/1908-rainy-meadows-dr-austin-tx-78758--1001721286
1629,/p/tx/austin/2408-e-9th-st-austin-tx-78702--2110331715
1630,/p/tx/austin/13332-tamayo-dr-austin-tx-78729--1008887756
1631,/p/tx/austin/6200-shoal-creek-dr-w-b-austin-tx-78757--2232063656
1632,/p/tx/austin/3204-menchaca-rd-301-austin-tx-78748--2503861383
1633,/p/tx/austin/1702-s-lamar-blvd-17-austin-tx-78704--2110335568
1634,/p/tx/austin/5402-evans-ave-2-austin-tx-78751--2359062937
1635,/p/tx/austin/2900-bond-dr-austin-tx-78741--2072201546
1636,/p/tx/austin/2013-cleese-dr-austin-tx-78741--2331813456
1637,/c/tx/austin/385-rocky-ridge-trail-385-rocky-ridge-trl-austin-tx-78737--2494217910
1638,/p/tx/austin/2611-hidalgo-st-austin-tx-78702--1150558216
1639,/p/tx/austin/1900-barton-springs-rd-3029-austin-tx-78704--2340368371
1640,/p/tx/austin/3402-blumie-st-b-austin-tx-78745--2187816686
1641,/p/tx/austin/6102-bull-creek-rd-austin-tx-78757--2072294130
1642,/p/tx/austin/910-w-25th-st-506-austin-tx-78705--2110340372
1643,/p/tx/austin/1624-caballo-blanco-rd-austin-tx-78725--2448940788
1644,/p/tx/austin/12809-magnolia-mound-trl-austin-tx-78727--1120821416
1645,/p/tx/austin/910-w-25th-st-306-austin-tx-78705--2110340352
1646,/p/tx/austin/4627-red-river-st-103-austin-tx-78751--2334647472
1647,/p/tx/austin/9132-fainwood-ln-austin-tx-78749--2072262495
1648,/p/tx/austin/6000-shepherd-mountain-cv-209-austin-tx-78730--2175449954
1649,/p/tx/austin/222-west-ave-1709-austin-tx-78701--2198569347
1650,/p/tx/austin/7704-hillock-ter-austin-tx-78744--2500548283
1651,/p/tx/austin/13800-lyndhurst-st-125-austin-tx-78717--2371346987
1652,/p/tx/austin/3509-westchester-ave-102-austin-tx-78759--2357108987
1653,/p/tx/austin/311-e-31st-st-305-austin-tx-78705--2328405560
1654,/p/tx/austin/1901-crossing-pl-2302-austin-tx-78741--2072199686
1655,/p/tx/austin/106-e-30th-st-309-austin-tx-78705--2110338606
1656,/p/tx/austin/1200-enfield-rd-105-austin-tx-78703--2313747706
1657,/p/tx/austin/13505-feldspar-dr-austin-tx-78729--2338222644
1658,/p/tx/austin/4806-pecan-springs-rd-austin-tx-78723--2287495179
1659,/p/tx/austin/2906-greenlawn-pkwy-austin-tx-78757--1001758851
1660,/p/tx/austin/3301-cantwell-ln-austin-tx-78746--2372317228
1661,/p/tx/austin/2613-francisco-st-austin-tx-78702--1010361535
1662,/p/tx/austin/3202-beanna-st-a-austin-tx-78705--2197086830
1663,/p/tx/austin/1701-timberwood-dr-austin-tx-78741--1002826874
1664,/p/tx/austin/5813-berryline-way-austin-tx-78724--1008777745
1665,/p/tx/austin/4216-berkman-dr-austin-tx-78723--2072117252
1666,/p/tx/austin/10500-s-interstate-highway-35-hwy-15103-austin-tx-78748--2417208752
1667,/p/tx/austin/808-sand-hill-branch-dr-austin-tx-78748--2436048585
1668,/p/tx/austin/1422-collier-st-108-austin-tx-78704--2072090842
1669,/c/tx/austin/1-bed-400-sqft-1-295-2902-hemphill-park-austin-tx-78705--2329671234
1670,/p/tx/austin/1709-s-5th-st-austin-tx-78704--1005420811
1671,/p/tx/austin/6009-shadow-valley-cv-a-austin-tx-78731--2173314305
1672,/p/tx/austin/3714-pevetoe-st-austin-tx-78725--1012986086
1673,/p/tx/austin/12709-cape-may-ln-austin-tx-78750--1143498090
1674,/p/tx/austin/7909-wakefield-dr-austin-tx-78749--1006555289
1675,/p/tx/austin/206-e-31st-st-b-austin-tx-78705--2183408559
1676,/p/tx/austin/1109-euphoria-bnd-33-austin-tx-78702--2185010016
1677,/p/tx/austin/2009-montclaire-st-austin-tx-78704--2072093178
1678,/p/tx/austin/501-w-26th-st-211-austin-tx-78705--2110339452
1679,/p/tx/austin/2509-pearl-st-4-austin-tx-78705--2072099661
1680,/p/tx/austin/8420-chick-pea-ln-austin-tx-78748--1004290924
1681,/p/tx/austin/1008-e-live-oak-st-a-austin-tx-78704--2173325219
1682,/p/tx/austin/3412-tilmon-ln-austin-tx-78725--2359047619
1683,/p/tx/austin/12320-sugar-leaf-pl-austin-tx-78748--1004545108
1684,/p/tx/austin/9815-woodshire-dr-austin-tx-78748--1004545157
1685,/p/tx/austin/1900-barton-springs-rd-austin-tx-78704--2072092652
1686,/p/tx/austin/1909-rio-grande-st-austin-tx-78705--2072098950
1687,/p/tx/austin/1115-w-22nd-1-2-st-austin-tx-78705--1046556306
1688,/p/tx/austin/4508-peach-grove-rd-austin-tx-78744--1004116632
1689,/p/tx/austin/3574-ranch-road-2222-austin-tx-78731--2072150702
1690,/p/tx/austin/1601-miriam-ave-122-austin-tx-78702--2172753537
1691,/p/tx/austin/10500-turnbull-loop-austin-tx-78717--2196991258
1692,/p/tx/austin/5513-charles-merle-dr-a-austin-tx-78747--2497724507
1693,/p/tx/austin/2702-willow-st-austin-tx-78702--2072081487
1694,/p/tx/austin/12113-tumbling-creek-trl-austin-tx-78748--1120737787
1695,/p/tx/austin/4700-running-deer-dr-austin-tx-78759--2072310197
1696,/p/tx/austin/4713-duval-st-b-austin-tx-78751--2172980078
1697,/p/tx/austin/1137-nickols-ave-austin-tx-78721--2072109471
1698,/p/tx/austin/605-peacock-ln-d-austin-tx-78704--2462183749
1699,/p/tx/austin/908-w-21st-st-104-austin-tx-78705--2173043473
1700,/p/tx/austin/4713-avenue-h-a-austin-tx-78751--2283999314
1701,/p/tx/austin/1204-w-oltorf-st-austin-tx-78704--1018805522
1702,/p/tx/austin/507-sabine-st-1006-austin-tx-78701--2072076740
1703,/p/tx/austin/300-bowie-st-806-austin-tx-78703--2072087499
1704,/p/tx/austin/407-e-45th-st-115-austin-tx-78751--2110352625
1705,/p/tx/austin/4401-speedway-304-austin-tx-78751--2072271457
1706,/p/tx/austin/2124-e-6th-st-208-austin-tx-78702--2110331161
1707,/p/tx/austin/3914-avenue-d-103-austin-tx-78751--2180500834
1708,/p/tx/austin/4401-speedway-305-austin-tx-78751--2072271458
1709,/p/tx/austin/1601-e-5th-st-110-austin-tx-78702--2110330376
1710,/p/tx/austin/2500-burleson-rd-506-austin-tx-78741--2072201121
1711,/p/tx/austin/912-columbus-st-up-austin-tx-78704--2489187138
1712,/p/tx/austin/501-w-26th-st-102-austin-tx-78705--2110339419
1713,/p/tx/austin/1909-leona-st-101-austin-tx-78722--2175545462
1714,/p/tx/austin/1401-e-4th-st-210-austin-tx-78702--2173953835
1715,/p/tx/austin/7305-conway-dr-austin-tx-78745--2489137175
1716,/p/tx/austin/3202-beanna-st-b-austin-tx-78705--2197086831
1717,/p/tx/austin/5321-presidio-rd-austin-tx-78745--2072221088
1718,/p/tx/austin/4507-slickrock-cv-austin-tx-78747--2072238248
1719,/p/tx/austin/4604-peach-grove-rd-austin-tx-78744--2072206919
1720,/p/tx/austin/501-w-26th-st-116-austin-tx-78705--2110339433
1721,/p/tx/austin/13600-cibolo-trce-90-austin-tx-78717--2501601433
1722,/p/tx/austin/610-w-35th-st-a-austin-tx-78705--2172781707
1723,/p/tx/austin/13000-armaga-springs-rd-austin-tx-78727--2176214862
1724,/p/tx/austin/501-irma-dr-austin-tx-78752--2072273509
1725,/p/tx/austin/1908-valley-hill-cir-b-austin-tx-78741--2353845197
1726,/p/tx/austin/8702-cretys-cv-austin-tx-78745--1123709802
1727,/p/tx/austin/5513-avenue-f-b-austin-tx-78751--2172596676
1728,/p/tx/austin/1204-w-51st-st-austin-tx-78756--1120717993
1729,/p/tx/austin/1918-robbins-pl-b-austin-tx-78705--2172281449
1730,/p/tx/austin/3502-catalina-dr-b-austin-tx-78741--2498850937
1731,/p/tx/austin/4300-harmon-ave-austin-tx-78751--2072271300
1732,/p/tx/austin/2018-crimson-rosella-trl-austin-tx-78728--2338124410
1733,/p/tx/austin/3216-crosscreek-dr-102-austin-tx-78757--2180097631
1734,/p/tx/austin/8810-dawnridge-cir-103-austin-tx-78757--2349373146
1735,/p/tx/austin/3204-mossrock-dr-103-austin-tx-78757--2172315608
1736,/p/tx/austin/3212-crosscreek-dr-101-austin-tx-78757--2180095926
1737,/p/tx/austin/1301-wilson-heights-dr-austin-tx-78746--2072228320
1738,/p/tx/austin/3502-catalina-dr-a-austin-tx-78741--2498768430
1739,/p/tx/austin/910-w-25th-st-505-austin-tx-78705--2110340371
1740,/p/tx/austin/9108-contessa-ct-austin-tx-78749--2072262412
1741,/p/tx/austin/1201-grove-blvd-1101-austin-tx-78741--2072197658
1742,/p/tx/austin/3603-tilmon-ln-austin-tx-78725--2371960581
1743,/p/tx/austin/4601-borage-dr-austin-tx-78744--1008152976
1744,/p/tx/austin/2502-leon-st-508-austin-tx-78705--2362627081
1745,/p/tx/austin/606-patterson-ave-austin-tx-78703--2072088782
1746,/p/tx/austin/13502-martin-scott-cv-166-austin-tx-78717--2502462884
1747,/p/tx/austin/1308-woodland-ave-a-austin-tx-78704--2120914713
1748,/p/tx/austin/9420-shady-oaks-dr-austin-tx-78729--2072147117
1749,/p/tx/austin/1609-greenwood-ave-austin-tx-78721--1003046133
1750,/p/tx/austin/4312-avenue-h-austin-tx-78751--1136170653
1751,/p/tx/austin/2502-leon-st-510-austin-tx-78705--2287145140
1752,/p/tx/austin/501-w-26th-st-209-austin-tx-78705--2110339450
1753,/p/tx/austin/5300-ledesma-rd-a-austin-tx-78721--2173257378
1754,/p/tx/austin/4608-cleto-st-austin-tx-78725--2331813241
1755,/p/tx/austin/6000-gerard-dr-austin-tx-78744--2357101405
1756,/p/tx/austin/500-e-riverside-dr-225-austin-tx-78704--2110337488
1757,/p/tx/austin/2529-rio-grande-st-85-austin-tx-78705--2183887395
1758,/p/tx/austin/1101-grove-blvd-209-austin-tx-78741--2072197531
